preprocessing,k1,b,category,rank,query,cran_id,AP@all_vector,AP@all_bm25,dAP@all,P@10_vector,P@10_bm25,n_relevant,n_terms,text
stopwords+stemming,0.5,0,both_poor,10,139,209,0.0098,0.0094,-0.0005,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
stopwords+stemming,0.5,0.75,bm25_better,1,167,253,0.1484,0.8333,+0.6850,0.10,0.20,2,21,"exact solution methods for calculating the ablative mass loss of a material ablating at high temperatures in a hypersonic flight environment"
stopwords+stemming,0.5,0.75,bm25_better,2,173,264,0.5833,1.0000,+0.4167,0.20,0.20,2,14,"references on lyapunovs method on the stability of linear differential equations with periodic coefficients"
stopwords+stemming,0.5,0.75,bm25_better,3,143,213,0.2436,0.6111,+0.3675,0.10,0.20,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
stopwords+stemming,0.5,0.75,bm25_better,4,205,317,0.3611,0.6667,+0.3056,0.20,0.20,2,13,"has anyone investigated theoretically whether surface flexibility can stabilize a laminar boundary layer"
stopwords+stemming,0.5,0.75,bm25_better,5,15,29,0.7000,1.0000,+0.3000,0.20,0.20,2,5,"material properties of photoelastic materials"
stopwords+stemming,0.5,0.75,bm25_better,6,136,205,0.2097,0.4855,+0.2759,0.10,0.20,3,14,"what are the results for the creep buckling of round tubes under external pressure"
stopwords+stemming,0.5,0.75,bm25_better,7,18,33,0.0992,0.3552,+0.2560,0.10,0.10,3,13,"are experimental pressure distributions on bodies of revolution at angle of attack available"
stopwords+stemming,0.5,0.75,bm25_better,8,150,223,0.5833,0.8333,+0.2500,0.20,0.20,2,13,"what is the magnitude of second-order wing-body interference at high supersonic mach number"
stopwords+stemming,0.5,0.75,bm25_better,9,5,9,0.2083,0.4379,+0.2297,0.20,0.30,4,10,"what chemical kinetic system is applicable to hypersonic aerodynamic problems"
stopwords+stemming,0.5,0.75,bm25_better,10,61,102,0.3031,0.5206,+0.2175,0.30,0.20,5,15,"does there exist a closed-form expression for the local heat transfer around a yawed cylinder"
stopwords+stemming,0.5,0.75,vector_better,1,144,214,0.6354,0.2463,-0.3890,0.50,0.30,6,33,"can studies of pure membrane cylinders having no wall bending stiffness but maintaining their shape by virtue of internal pressure provide any insight into the behaviour of pressurized cylinders with finite wall stiffness"
stopwords+stemming,0.5,0.75,vector_better,2,183,277,0.6471,0.2643,-0.3828,0.80,0.40,13,14,"what factors have been shown to have a primary influence on sonic boom strength"
stopwords+stemming,0.5,0.75,vector_better,3,17,32,0.5083,0.1338,-0.3744,0.10,0.10,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
stopwords+stemming,0.5,0.75,vector_better,4,197,300,0.7917,0.4444,-0.3472,0.30,0.20,3,10,"how is fatigue damage estimated using the normal long-hand method"
stopwords+stemming,0.5,0.75,vector_better,5,67,108,0.6102,0.2721,-0.3381,0.70,0.40,14,17,"can series expansions be found for the boundary layer on a flat plate in a shear flow"
stopwords+stemming,0.5,0.75,vector_better,6,145,215,0.4309,0.0976,-0.3333,0.40,0.10,7,18,"what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending"
stopwords+stemming,0.5,0.75,vector_better,7,155,230,0.4049,0.0912,-0.3137,0.30,0.10,6,8,"technical report on measurement of ablation during flight"
stopwords+stemming,0.5,0.75,vector_better,8,191,294,0.5660,0.2810,-0.2850,0.60,0.30,13,18,"what is the criterion for true panel flutter as opposed to small amplitude vibration arising from acoustic disturbances"
stopwords+stemming,0.5,0.75,vector_better,9,52,87,0.8542,0.5726,-0.2815,0.40,0.30,4,19,"what is the available information pertaining to the effect of slight rarefaction on boundary layer flows the slip effect"
stopwords+stemming,0.5,0.75,vector_better,10,148,218,0.4615,0.1844,-0.2772,0.30,0.20,6,10,"papers on small deflection theory for buckling of sandwich cylinders"
stopwords+stemming,0.5,0.75,both_poor,1,13,26,0.0000,0.0000,+0.0000,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
stopwords+stemming,0.5,0.75,both_poor,2,44,79,0.0000,0.0000,+0.0000,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
stopwords+stemming,0.5,0.75,both_poor,3,22,40,0.0000,0.0000,+0.0000,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
stopwords+stemming,0.5,0.75,both_poor,4,31,56,0.0000,0.0000,+0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
stopwords+stemming,0.5,0.75,both_poor,5,216,340,0.0018,0.0016,-0.0002,0.00,0.00,1,19,"what investigations have been made of the wave system created by a static pressure distribution over a liquid surface"
stopwords+stemming,0.5,0.75,both_poor,6,124,182,0.0033,0.0031,-0.0002,0.00,0.00,4,38,"in what areas other than low density wind tunnel flows is viscous compressible flow in slender channels a problem what analytical investigations have been made of the stability of conical shells how do the results compare with experiment"
stopwords+stemming,0.5,0.75,both_poor,7,28,53,0.0050,0.0036,-0.0014,0.00,0.00,2,10,"what application has the linear theory design of curved wings"
stopwords+stemming,0.5,0.75,both_poor,8,207,323,0.0046,0.0052,+0.0006,0.00,0.00,5,12,"how do large changes in new mass ratio quantitatively affect wing-flutter boundaries"
stopwords+stemming,0.5,0.75,both_poor,9,152,225,0.0096,0.0081,-0.0015,0.00,0.00,6,17,"how can the effect of the boundary-layer on wing pressure be calculated and what is its magnitude"
stopwords+stemming,0.5,0.75,both_poor,10,139,209,0.0098,0.0091,-0.0007,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
stopwords+stemming,0.5,1,bm25_better,1,167,253,0.1484,0.7500,+0.6016,0.10,0.20,2,21,"exact solution methods for calculating the ablative mass loss of a material ablating at high temperatures in a hypersonic flight environment"
stopwords+stemming,0.5,1,bm25_better,2,173,264,0.5833,1.0000,+0.4167,0.20,0.20,2,14,"references on lyapunovs method on the stability of linear differential equations with periodic coefficients"
stopwords+stemming,0.5,1,bm25_better,3,143,213,0.2436,0.6111,+0.3675,0.10,0.20,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
stopwords+stemming,0.5,1,bm25_better,4,205,317,0.3611,0.6667,+0.3056,0.20,0.20,2,13,"has anyone investigated theoretically whether surface flexibility can stabilize a laminar boundary layer"
stopwords+stemming,0.5,1,bm25_better,5,18,33,0.0992,0.3546,+0.2554,0.10,0.10,3,13,"are experimental pressure distributions on bodies of revolution at angle of attack available"
stopwords+stemming,0.5,1,bm25_better,6,136,205,0.2097,0.4641,+0.2544,0.10,0.20,3,14,"what are the results for the creep buckling of round tubes under external pressure"
stopwords+stemming,0.5,1,bm25_better,7,150,223,0.5833,0.8333,+0.2500,0.20,0.20,2,13,"what is the magnitude of second-order wing-body interference at high supersonic mach number"
stopwords+stemming,0.5,1,bm25_better,8,133,202,0.1915,0.4240,+0.2324,0.10,0.30,7,5,"experimental studies of creep buckling"
stopwords+stemming,0.5,1,bm25_better,9,164,250,0.3401,0.5386,+0.1985,0.30,0.40,8,8,"what determines the onset of shock-induced boundary-layer separation"
stopwords+stemming,0.5,1,bm25_better,10,165,251,0.3929,0.5833,+0.1905,0.20,0.20,2,15,"are the stable profiles of a compressible boundary layer induced by a moving wave known"
stopwords+stemming,0.5,1,vector_better,1,183,277,0.6471,0.2252,-0.4220,0.80,0.30,13,14,"what factors have been shown to have a primary influence on sonic boom strength"
stopwords+stemming,0.5,1,vector_better,2,197,300,0.7917,0.4477,-0.3440,0.30,0.20,3,10,"how is fatigue damage estimated using the normal long-hand method"
stopwords+stemming,0.5,1,vector_better,3,144,214,0.6354,0.2957,-0.3397,0.50,0.30,6,33,"can studies of pure membrane cylinders having no wall bending stiffness but maintaining their shape by virtue of internal pressure provide any insight into the behaviour of pressurized cylinders with finite wall stiffness"
stopwords+stemming,0.5,1,vector_better,4,17,32,0.5083,0.1754,-0.3329,0.10,0.10,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
stopwords+stemming,0.5,1,vector_better,5,145,215,0.4309,0.1044,-0.3266,0.40,0.10,7,18,"what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending"
stopwords+stemming,0.5,1,vector_better,6,155,230,0.4049,0.1188,-0.2861,0.30,0.10,6,8,"technical report on measurement of ablation during flight"
stopwords+stemming,0.5,1,vector_better,7,191,294,0.5660,0.2886,-0.2774,0.60,0.30,13,18,"what is the criterion for true panel flutter as opposed to small amplitude vibration arising from acoustic disturbances"
stopwords+stemming,0.5,1,vector_better,8,148,218,0.4615,0.1855,-0.2761,0.30,0.20,6,10,"papers on small deflection theory for buckling of sandwich cylinders"
stopwords+stemming,0.5,1,vector_better,9,77,120,0.5452,0.3291,-0.2161,0.40,0.30,6,20,"how close is the comparison of the shock layer theory with existing experiments in the low reynolds number merged-layer regime"
stopwords+stemming,0.5,1,vector_better,10,67,108,0.6102,0.3979,-0.2123,0.70,0.50,14,17,"can series expansions be found for the boundary layer on a flat plate in a shear flow"
stopwords+stemming,0.5,1,both_poor,1,13,26,0.0000,0.0000,+0.0000,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
stopwords+stemming,0.5,1,both_poor,2,44,79,0.0000,0.0000,+0.0000,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
stopwords+stemming,0.5,1,both_poor,3,22,40,0.0000,0.0000,+0.0000,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
stopwords+stemming,0.5,1,both_poor,4,31,56,0.0000,0.0000,+0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
stopwords+stemming,0.5,1,both_poor,5,216,340,0.0018,0.0016,-0.0003,0.00,0.00,1,19,"what investigations have been made of the wave system created by a static pressure distribution over a liquid surface"
stopwords+stemming,0.5,1,both_poor,6,124,182,0.0033,0.0032,-0.0001,0.00,0.00,4,38,"in what areas other than low density wind tunnel flows is viscous compressible flow in slender channels a problem what analytical investigations have been made of the stability of conical shells how do the results compare with experiment"
stopwords+stemming,0.5,1,both_poor,7,28,53,0.0050,0.0038,-0.0012,0.00,0.00,2,10,"what application has the linear theory design of curved wings"
stopwords+stemming,0.5,1,both_poor,8,207,323,0.0046,0.0052,+0.0006,0.00,0.00,5,12,"how do large changes in new mass ratio quantitatively affect wing-flutter boundaries"
stopwords+stemming,0.5,1,both_poor,9,152,225,0.0096,0.0084,-0.0011,0.00,0.00,6,17,"how can the effect of the boundary-layer on wing pressure be calculated and what is its magnitude"
stopwords+stemming,0.5,1,both_poor,10,139,209,0.0098,0.0091,-0.0007,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
stopwords+stemming,1.2,0,bm25_better,1,167,253,0.1484,1.0000,+0.8516,0.10,0.20,2,21,"exact solution methods for calculating the ablative mass loss of a material ablating at high temperatures in a hypersonic flight environment"
stopwords+stemming,1.2,0,bm25_better,2,150,223,0.5833,1.0000,+0.4167,0.20,0.20,2,13,"what is the magnitude of second-order wing-body interference at high supersonic mach number"
stopwords+stemming,1.2,0,bm25_better,3,173,264,0.5833,1.0000,+0.4167,0.20,0.20,2,14,"references on lyapunovs method on the stability of linear differential equations with periodic coefficients"
stopwords+stemming,1.2,0,bm25_better,4,134,203,0.1270,0.5123,+0.3854,0.10,0.10,2,22,"is it possible to correlate the results on the creep buckling of widely different structures within the framework of a single theory"
stopwords+stemming,1.2,0,bm25_better,5,95,143,0.1961,0.5588,+0.3627,0.10,0.10,2,10,"what is the theoretical heat transfer distribution around a hemisphere"
stopwords+stemming,1.2,0,bm25_better,6,143,213,0.2436,0.5714,+0.3278,0.10,0.10,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
stopwords+stemming,1.2,0,bm25_better,7,205,317,0.3611,0.6667,+0.3056,0.20,0.20,2,13,"has anyone investigated theoretically whether surface flexibility can stabilize a laminar boundary layer"
stopwords+stemming,1.2,0,bm25_better,8,223,356,0.4407,0.6951,+0.2543,0.20,0.30,4,10,"papers on shear buckling of unstiffened rectangular plates under shear"
stopwords+stemming,1.2,0,bm25_better,9,18,33,0.0992,0.3530,+0.2538,0.10,0.10,3,13,"are experimental pressure distributions on bodies of revolution at angle of attack available"
stopwords+stemming,1.2,0,bm25_better,10,5,9,0.2083,0.4542,+0.2459,0.20,0.30,4,10,"what chemical kinetic system is applicable to hypersonic aerodynamic problems"
stopwords+stemming,1.2,0,vector_better,1,52,87,0.8542,0.2073,-0.6468,0.40,0.20,4,19,"what is the available information pertaining to the effect of slight rarefaction on boundary layer flows the slip effect"
stopwords+stemming,1.2,0,vector_better,2,146,216,0.8333,0.2679,-0.5655,0.20,0.20,2,18,"does a membrane theory exist by which the behaviour of pressurized membrane cylinders in bending can be predicted"
stopwords+stemming,1.2,0,vector_better,3,17,32,0.5083,0.0349,-0.4733,0.10,0.00,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
stopwords+stemming,1.2,0,vector_better,4,67,108,0.6102,0.1414,-0.4688,0.70,0.10,14,17,"can series expansions be found for the boundary layer on a flat plate in a shear flow"
stopwords+stemming,1.2,0,vector_better,5,102,152,0.4418,0.0702,-0.3716,0.20,0.10,4,9,"basic dynamic characteristics of structures continuous over many spans"
stopwords+stemming,1.2,0,vector_better,6,183,277,0.6471,0.2768,-0.3704,0.80,0.40,13,14,"what factors have been shown to have a primary influence on sonic boom strength"
stopwords+stemming,1.2,0,vector_better,7,64,105,0.6250,0.2614,-0.3636,0.20,0.10,2,27,"cant the static deflection shapes be used in predicting flutter in place of vibrational shapes if so can we provide a justification by means of an example"
stopwords+stemming,1.2,0,vector_better,8,145,215,0.4309,0.0800,-0.3509,0.40,0.00,7,18,"what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending"
stopwords+stemming,1.2,0,vector_better,9,197,300,0.7917,0.4514,-0.3403,0.30,0.20,3,10,"how is fatigue damage estimated using the normal long-hand method"
stopwords+stemming,1.2,0,vector_better,10,144,214,0.6354,0.2970,-0.3384,0.50,0.10,6,33,"can studies of pure membrane cylinders having no wall bending stiffness but maintaining their shape by virtue of internal pressure provide any insight into the behaviour of pressurized cylinders with finite wall stiffness"
stopwords+stemming,1.2,0,both_poor,1,13,26,0.0000,0.0000,+0.0000,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
stopwords+stemming,1.2,0,both_poor,2,44,79,0.0000,0.0000,+0.0000,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
stopwords+stemming,1.2,0,both_poor,3,22,40,0.0000,0.0000,+0.0000,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
stopwords+stemming,1.2,0,both_poor,4,31,56,0.0000,0.0000,+0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
stopwords+stemming,1.2,0,both_poor,5,216,340,0.0018,0.0020,+0.0001,0.00,0.00,1,19,"what investigations have been made of the wave system created by a static pressure distribution over a liquid surface"
stopwords+stemming,1.2,0,both_poor,6,124,182,0.0033,0.0031,-0.0002,0.00,0.00,4,38,"in what areas other than low density wind tunnel flows is viscous compressible flow in slender channels a problem what analytical investigations have been made of the stability of conical shells how do the results compare with experiment"
stopwords+stemming,1.2,0,both_poor,7,28,53,0.0050,0.0034,-0.0016,0.00,0.00,2,10,"what application has the linear theory design of curved wings"
stopwords+stemming,1.2,0,both_poor,8,207,323,0.0046,0.0052,+0.0006,0.00,0.00,5,12,"how do large changes in new mass ratio quantitatively affect wing-flutter boundaries"
stopwords+stemming,1.2,0,both_poor,9,152,225,0.0096,0.0074,-0.0022,0.00,0.00,6,17,"how can the effect of the boundary-layer on wing pressure be calculated and what is its magnitude"
stopwords+stemming,1.2,0,both_poor,10,139,209,0.0098,0.0083,-0.0015,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
stopwords+stemming,1.2,0.75,bm25_better,1,173,264,0.5833,1.0000,+0.4167,0.20,0.20,2,14,"references on lyapunovs method on the stability of linear differential equations with periodic coefficients"
stopwords+stemming,1.2,0.75,bm25_better,2,143,213,0.2436,0.6250,+0.3814,0.10,0.20,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
stopwords+stemming,1.2,0.75,bm25_better,3,167,253,0.1484,0.5000,+0.3516,0.10,0.20,2,21,"exact solution methods for calculating the ablative mass loss of a material ablating at high temperatures in a hypersonic flight environment"
stopwords+stemming,1.2,0.75,bm25_better,4,205,317,0.3611,0.7000,+0.3389,0.20,0.20,2,13,"has anyone investigated theoretically whether surface flexibility can stabilize a laminar boundary layer"
stopwords+stemming,1.2,0.75,bm25_better,5,15,29,0.7000,1.0000,+0.3000,0.20,0.20,2,5,"material properties of photoelastic materials"
stopwords+stemming,1.2,0.75,bm25_better,6,18,33,0.0992,0.3559,+0.2567,0.10,0.10,3,13,"are experimental pressure distributions on bodies of revolution at angle of attack available"
stopwords+stemming,1.2,0.75,bm25_better,7,150,223,0.5833,0.8333,+0.2500,0.20,0.20,2,13,"what is the magnitude of second-order wing-body interference at high supersonic mach number"
stopwords+stemming,1.2,0.75,bm25_better,8,61,102,0.3031,0.5449,+0.2418,0.30,0.30,5,15,"does there exist a closed-form expression for the local heat transfer around a yawed cylinder"
stopwords+stemming,1.2,0.75,bm25_better,9,136,205,0.2097,0.4196,+0.2100,0.10,0.20,3,14,"what are the results for the creep buckling of round tubes under external pressure"
stopwords+stemming,1.2,0.75,bm25_better,10,164,250,0.3401,0.5163,+0.1762,0.30,0.40,8,8,"what determines the onset of shock-induced boundary-layer separation"
stopwords+stemming,1.2,0.75,vector_better,1,183,277,0.6471,0.2918,-0.3554,0.80,0.40,13,14,"what factors have been shown to have a primary influence on sonic boom strength"
stopwords+stemming,1.2,0.75,vector_better,2,148,218,0.4615,0.1888,-0.2727,0.30,0.20,6,10,"papers on small deflection theory for buckling of sandwich cylinders"
stopwords+stemming,1.2,0.75,vector_better,3,145,215,0.4309,0.1667,-0.2642,0.40,0.20,7,18,"what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending"
stopwords+stemming,1.2,0.75,vector_better,4,144,214,0.6354,0.3853,-0.2501,0.50,0.50,6,33,"can studies of pure membrane cylinders having no wall bending stiffness but maintaining their shape by virtue of internal pressure provide any insight into the behaviour of pressurized cylinders with finite wall stiffness"
stopwords+stemming,1.2,0.75,vector_better,5,146,216,0.8333,0.5833,-0.2500,0.20,0.20,2,18,"does a membrane theory exist by which the behaviour of pressurized membrane cylinders in bending can be predicted"
stopwords+stemming,1.2,0.75,vector_better,6,17,32,0.5083,0.2598,-0.2485,0.10,0.10,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
stopwords+stemming,1.2,0.75,vector_better,7,191,294,0.5660,0.3650,-0.2010,0.60,0.20,13,18,"what is the criterion for true panel flutter as opposed to small amplitude vibration arising from acoustic disturbances"
stopwords+stemming,1.2,0.75,vector_better,8,77,120,0.5452,0.3483,-0.1969,0.40,0.30,6,20,"how close is the comparison of the shock layer theory with existing experiments in the low reynolds number merged-layer regime"
stopwords+stemming,1.2,0.75,vector_better,9,155,230,0.4049,0.2185,-0.1864,0.30,0.10,6,8,"technical report on measurement of ablation during flight"
stopwords+stemming,1.2,0.75,vector_better,10,88,136,0.8556,0.6746,-0.1810,0.60,0.60,6,23,"how does a satellite orbit contract under the action of air drag in an atmosphere in which the scale height varies with altitude"
stopwords+stemming,1.2,0.75,both_poor,1,13,26,0.0000,0.0000,+0.0000,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
stopwords+stemming,1.2,0.75,both_poor,2,44,79,0.0000,0.0000,+0.0000,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
stopwords+stemming,1.2,0.75,both_poor,3,22,40,0.0000,0.0000,+0.0000,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
stopwords+stemming,1.2,0.75,both_poor,4,31,56,0.0000,0.0000,+0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
stopwords+stemming,1.2,0.75,both_poor,5,216,340,0.0018,0.0017,-0.0002,0.00,0.00,1,19,"what investigations have been made of the wave system created by a static pressure distribution over a liquid surface"
stopwords+stemming,1.2,0.75,both_poor,6,124,182,0.0033,0.0033,-0.0000,0.00,0.00,4,38,"in what areas other than low density wind tunnel flows is viscous compressible flow in slender channels a problem what analytical investigations have been made of the stability of conical shells how do the results compare with experiment"
stopwords+stemming,1.2,0.75,both_poor,7,28,53,0.0050,0.0042,-0.0007,0.00,0.00,2,10,"what application has the linear theory design of curved wings"
stopwords+stemming,1.2,0.75,both_poor,8,207,323,0.0046,0.0055,+0.0010,0.00,0.00,5,12,"how do large changes in new mass ratio quantitatively affect wing-flutter boundaries"
stopwords+stemming,1.2,0.75,both_poor,9,152,225,0.0096,0.0080,-0.0015,0.00,0.00,6,17,"how can the effect of the boundary-layer on wing pressure be calculated and what is its magnitude"
stopwords+stemming,1.2,0.75,both_poor,10,139,209,0.0098,0.0085,-0.0014,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
stopwords+stemming,1.2,1,bm25_better,1,173,264,0.5833,1.0000,+0.4167,0.20,0.20,2,14,"references on lyapunovs method on the stability of linear differential equations with periodic coefficients"
stopwords+stemming,1.2,1,bm25_better,2,143,213,0.2436,0.6250,+0.3814,0.10,0.20,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
stopwords+stemming,1.2,1,bm25_better,3,167,253,0.1484,0.5000,+0.3516,0.10,0.20,2,21,"exact solution methods for calculating the ablative mass loss of a material ablating at high temperatures in a hypersonic flight environment"
stopwords+stemming,1.2,1,bm25_better,4,118,171,0.1932,0.5185,+0.3254,0.20,0.20,3,17,"what are the aerodynamic interference effects on the fin lift and body lift of a fin-body combination"
stopwords+stemming,1.2,1,bm25_better,5,205,317,0.3611,0.6667,+0.3056,0.20,0.20,2,13,"has anyone investigated theoretically whether surface flexibility can stabilize a laminar boundary layer"
stopwords+stemming,1.2,1,bm25_better,6,136,205,0.2097,0.4059,+0.1962,0.10,0.10,3,14,"what are the results for the creep buckling of round tubes under external pressure"
stopwords+stemming,1.2,1,bm25_better,7,61,102,0.3031,0.4778,+0.1747,0.30,0.30,5,15,"does there exist a closed-form expression for the local heat transfer around a yawed cylinder"
stopwords+stemming,1.2,1,bm25_better,8,81,126,0.6667,0.8333,+0.1667,0.20,0.20,2,13,"what are wind-tunnel corrections for a two-dimensional aerofoil mounted off-centre in a tunnel"
stopwords+stemming,1.2,1,bm25_better,9,43,74,0.4301,0.5924,+0.1624,0.30,0.40,6,17,"can the transonic flow around an arbitrary smooth thin airfoil be analysed in a simple approximate way"
stopwords+stemming,1.2,1,bm25_better,10,164,250,0.3401,0.4955,+0.1554,0.30,0.40,8,8,"what determines the onset of shock-induced boundary-layer separation"
stopwords+stemming,1.2,1,vector_better,1,183,277,0.6471,0.2766,-0.3706,0.80,0.40,13,14,"what factors have been shown to have a primary influence on sonic boom strength"
stopwords+stemming,1.2,1,vector_better,2,17,32,0.5083,0.2595,-0.2487,0.10,0.10,2,20,"can the three-dimensional problem of a transverse potential flow about a body of revolution be reduced to a two-dimensional problem"
stopwords+stemming,1.2,1,vector_better,3,148,218,0.4615,0.2171,-0.2445,0.30,0.20,6,10,"papers on small deflection theory for buckling of sandwich cylinders"
stopwords+stemming,1.2,1,vector_better,4,145,215,0.4309,0.1987,-0.2323,0.40,0.20,7,18,"what are the best experimental data and classical small deflection theory analyses available for pressurized cylinders in bending"
stopwords+stemming,1.2,1,vector_better,5,191,294,0.5660,0.3566,-0.2094,0.60,0.20,13,18,"what is the criterion for true panel flutter as opposed to small amplitude vibration arising from acoustic disturbances"
stopwords+stemming,1.2,1,vector_better,6,144,214,0.6354,0.4305,-0.2049,0.50,0.50,6,33,"can studies of pure membrane cylinders having no wall bending stiffness but maintaining their shape by virtue of internal pressure provide any insight into the behaviour of pressurized cylinders with finite wall stiffness"
stopwords+stemming,1.2,1,vector_better,7,77,120,0.5452,0.3520,-0.1932,0.40,0.40,6,20,"how close is the comparison of the shock layer theory with existing experiments in the low reynolds number merged-layer regime"
stopwords+stemming,1.2,1,vector_better,8,155,230,0.4049,0.2203,-0.1846,0.30,0.10,6,8,"technical report on measurement of ablation during flight"
stopwords+stemming,1.2,1,vector_better,9,197,300,0.7917,0.6325,-0.1592,0.30,0.20,3,10,"how is fatigue damage estimated using the normal long-hand method"
stopwords+stemming,1.2,1,vector_better,10,92,140,0.6162,0.4728,-0.1435,0.70,0.40,13,35,"given complete freedom in the design of an airplane what procedure would be used in order to minimize sonic boom intensity and is there a limit to the degree of minimizing that can be accomplished"
stopwords+stemming,1.2,1,both_poor,1,13,26,0.0000,0.0000,+0.0000,0.00,0.00,4,10,"what is the basic mechanism of the transonic aileron buzz"
stopwords+stemming,1.2,1,both_poor,2,44,79,0.0000,0.0000,+0.0000,0.00,0.00,3,13,"what are the details of the rigorous kinetic theory of gases chapman-enskog theory"
stopwords+stemming,1.2,1,both_poor,3,22,40,0.0000,0.0000,+0.0000,0.00,0.00,1,24,"did anyone else discover that the turbulent skin friction is not over sensitive to the nature of the variation of the viscosity with temperature"
stopwords+stemming,1.2,1,both_poor,4,31,56,0.0000,0.0000,+0.0000,0.00,0.00,1,23,"what size of end plate can be safely used to simulate two-dimensional flow conditions over a bluff cylindrical body of finite aspect ratio"
stopwords+stemming,1.2,1,both_poor,5,216,340,0.0018,0.0016,-0.0002,0.00,0.00,1,19,"what investigations have been made of the wave system created by a static pressure distribution over a liquid surface"
stopwords+stemming,1.2,1,both_poor,6,124,182,0.0033,0.0033,+0.0000,0.00,0.00,4,38,"in what areas other than low density wind tunnel flows is viscous compressible flow in slender channels a problem what analytical investigations have been made of the stability of conical shells how do the results compare with experiment"
stopwords+stemming,1.2,1,both_poor,7,28,53,0.0050,0.0047,-0.0003,0.00,0.00,2,10,"what application has the linear theory design of curved wings"
stopwords+stemming,1.2,1,both_poor,8,207,323,0.0046,0.0054,+0.0009,0.00,0.00,5,12,"how do large changes in new mass ratio quantitatively affect wing-flutter boundaries"
stopwords+stemming,1.2,1,both_poor,9,152,225,0.0096,0.0087,-0.0009,0.00,0.00,6,17,"how can the effect of the boundary-layer on wing pressure be calculated and what is its magnitude"
stopwords+stemming,1.2,1,both_poor,10,139,209,0.0098,0.0087,-0.0011,0.00,0.00,4,23,"has the effect of the change of initial pressure due to deformation on the frequencies of vibration of circular cylindrical shells been investigated"
stopwords+stemming,2,0,bm25_better,1,167,253,0.1484,0.5833,+0.4350,0.10,0.20,2,21,"exact solution methods for calculating the ablative mass loss of a material ablating at high temperatures in a hypersonic flight environment"
stopwords+stemming,2,0,bm25_better,2,150,223,0.5833,1.0000,+0.4167,0.20,0.20,2,13,"what is the magnitude of second-order wing-body interference at high supersonic mach number"
stopwords+stemming,2,0,bm25_better,3,134,203,0.1270,0.5133,+0.3863,0.10,0.10,2,22,"is it possible to correlate the results on the creep buckling of widely different structures within the framework of a single theory"
stopwords+stemming,2,0,bm25_better,4,143,213,0.2436,0.6111,+0.3675,0.10,0.20,2,13,"what general solutions for the stresses in pressurized shells of revolution are available"
